0 1
0.05 0.844572
0.1 0.702873
0.15 0.574903
0.2 0.460662
0.25 0.360151
0.3 0.273369
0.35 0.200317
0.4 0.140994
0.45 0.0953997
0.5 0.063535
0.55 0.0453997
0.6 0.0409936
0.65 0.0503169
0.7 0.0733694
0.75 0.110151
0.8 0.160662
0.85 0.224903
0.9 0.302873
0.95 0.394572
1 0.5
1.05 0.619524
1.1 0.754975
1.15 0.90855
1.2 1.08245
1.25 1.27887
1.3 1.5
1.35 1.74527
1.4 2.00298
1.45 2.25866
1.5 2.49784
1.55 2.70603
1.6 2.86877
1.65 2.97159
1.7 3
1.75 2.9451
1.8 2.82026
1.85 2.6444
1.9 2.43645
1.95 2.21534
2 2
2.05 1.80598
2.1 1.63533
2.15 1.48675
2.2 1.35891
2.25 1.25049
2.3 1.16019
2.35 1.08667
2.4 1.02863
2.45 0.984741
2.5 0.953693
2.55 0.934166
2.6 0.924842
2.65 0.924406
2.7 0.931538
2.75 0.944921
2.8 0.963239
2.85 0.985173
2.9 1.00941
2.95 1.03462
3 1.0595
3.05 1.08273
3.1 1.10298
3.15 1.11895
3.2 1.12931
3.25 1.13275
3.3 1.12795
3.35 1.11359
3.4 1.08836
3.45 1.05094
3.5 1
3.55 0.934723
3.6 0.856214
3.65 0.76607
3.7 0.665888
3.75 0.557261
3.8 0.441788
3.85 0.321064
3.9 0.196685
3.95 0.0702463
4 -0.056655
4.05 -0.182423
4.1 -0.305462
4.15 -0.424176
4.2 -0.536969
4.25 -0.642244
4.3 -0.738406
4.35 -0.823859
4.4 -0.897006
4.45 -0.956252
4.5 -1
4.55 -1.02692
4.6 -1.03675
4.65 -1.02948
4.7 -1.00512
4.75 -0.963669
4.8 -0.905122
4.85 -0.829482
4.9 -0.736748
4.95 -0.626921
5 -0.5
