0 1
0.05 0.911314
0.1 0.823585
0.15 0.737772
0.2 0.654831
0.25 0.575722
0.3 0.501401
0.35 0.432826
0.4 0.370955
0.45 0.316745
0.5 0.271155
0.55 0.235141
0.6 0.209663
0.65 0.195676
0.7 0.194139
0.75 0.20601
0.8 0.232247
0.85 0.273806
0.9 0.331647
0.95 0.406725
1 0.5
1.05 0.61245
1.1 0.745139
1.15 0.899153
1.2 1.07558
1.25 1.2755
1.3 1.5
1.35 1.74761
1.4 2.0066
1.45 2.2627
1.5 2.50163
1.55 2.70911
1.6 2.87084
1.65 2.97257
1.7 3
1.75 2.94439
1.8 2.81913
1.85 2.64313
1.9 2.43533
1.95 2.21465
2 2
2.05 1.80693
2.1 1.63748
2.15 1.49029
2.2 1.364
2.25 1.25728
2.3 1.16878
2.35 1.09714
2.4 1.04101
2.45 0.999043
2.5 0.969895
2.55 0.952212
2.6 0.944646
2.65 0.945847
2.7 0.954465
2.75 0.969151
2.8 0.988556
2.85 1.01133
2.9 1.03612
2.95 1.06159
3 1.08637
3.05 1.10913
3.1 1.12851
3.15 1.14316
3.2 1.15174
3.25 1.15288
3.3 1.14526
3.35 1.1275
3.4 1.09828
3.45 1.05622
3.5 1
3.55 0.928775
3.6 0.843811
3.65 0.746894
3.7 0.639809
3.75 0.524341
3.8 0.402273
3.85 0.275392
3.9 0.145483
3.95 0.0143287
4 -0.116284
4.05 -0.244572
4.1 -0.368749
4.15 -0.48703
4.2 -0.597631
4.25 -0.698767
4.3 -0.788653
4.35 -0.865504
4.4 -0.927536
4.45 -0.972963
4.5 -1
4.55 -1.0075
4.6 -0.996837
4.65 -0.970037
4.7 -0.929116
4.75 -0.876089
4.8 -0.812976
4.85 -0.741793
4.9 -0.664558
4.95 -0.583288
5 -0.5
