16	70.0	72.13333333333334	74.26666666666667	76.4	78.53333333333333	80.66666666666667	82.8	84.93333333333334	87.06666666666666	89.2	91.33333333333333	93.46666666666667	95.6	97.73333333333333	99.86666666666667	102.0	
90.0	2933	2716	2602	2561	3171	3402	3499	3340	3841	2697	1571	1737	1244	740	949	937	
90.51612903225806	3037	2860	2674	2586	3188	3609	3502	3303	4678	2565	1628	1706	1418	454	277	888	
91.03225806451613	3065	2945	2752	2674	3180	3821	3742	3361	4543	2375	1733	2001	812	-1324	816	424	
91.54838709677419	3137	2981	2894	2772	3238	3925	3987	3353	3833	2391	1843	2011	-1317	-3679	787	525	
92.06451612903226	3949	3129	3104	2870	3441	3977	4191	3416	3504	2607	2131	1779	-3768	-3122	-3331	379	
92.58064516129032	4235	3169	3091	3058	3628	3114	4259	3769	3464	-1442	486	-815	-3818	-3290	-3227	-866	
93.09677419354838	3800	3229	3128	3295	3590	3984	4031	3650	2513	-225	-4842	-4801	-4070	-3807	-4106	-1015	
93.61290322580645	3643	3358	3269	3429	3433	4039	4216	2279	3287	-4976	-2702	-4117	-3877	-2520	-4297	-2014	
94.12903225806451	3785	3215	3379	3338	1165	4077	-493	4290	367	-2618	2352	-3527	-3852	-1752	-3000	-3617	
94.64516129032258	3851	3515	3651	3166	-2483	-2590	4272	-3650	-1558	2359	2316	1756	-2815	-919	-1956	-3668	
95.16129032258064	3986	3544	3887	-1840	-1783	-1576	-3424	-4963	3406	2524	2491	1939	-2161	-2398	357	-935	
95.6774193548387	4061	3457	4013	-1677	-4603	-4538	-4864	4617	3369	2754	2536	1963	1929	-3432	-1215	448	
96.19354838709677	3998	3890	2509	-2712	-4244	-4849	3454	4986	3377	2913	2637	1924	2047	1943	-705	1790	
96.70967741935483	3994	3783	1618	-1838	-4933	3083	5336	4659	3286	2882	2650	1988	1842	1671	-848	189	
97.2258064516129	4055	3799	-2169	-3678	-4070	4657	5265	4370	3137	2783	2529	2113	1734	1124	1222	1026	
97.74193548387098	4008	-137	-1995	-4220	1989	4738	5353	2807	2959	2751	2236	1762	1642	-2346	1221	1173	
98.25806451612902	1245	-3625	-2413	-4563	3712	4979	1556	3797	2777	3111	2291	-2164	1508	-3011	-1945	449	
98.7741935483871	-194	-2836	-2848	-3582	4225	347	735	3246	2707	2152	2221	-3069	-3917	-3694	-3669	-3749	
99.29032258064517	-2575	-928	4060	-4694	1441	2342	-4125	3083	2704	3031	2107	-2381	-2862	-3565	-1831	813	
99.80645161290323	4389	4844	-546	-4594	-54	-4287	3943	3037	2509	2350	2068	1565	-3217	964	1197	1134	
100.3225806451613	4655	4945	2523	-1126	-4756	2207	3637	2754	2501	2278	2171	1928	-3354	992	1216	1314	
100.83870967741936	4789	4808	-242	-1250	438	4216	3331	2494	2291	2088	2200	1916	1319	770	918	1507	
101.35483870967742	286	4107	-2459	-529	996	3968	2993	-2911	2267	2059	2073	1828	1828	723	1019	1499	
101.87096774193549	4729	4838	4570	425	-1856	3747	-682	-2310	2189	1929	1960	1384	1251	554	941	714	
102.38709677419355	4689	4841	4361	-1667	3654	3560	2514	-91	2354	1990	1776	1525	1052	-336	892	285	
102.90322580645162	4494	3382	4088	2203	3448	3167	2337	2059	2375	1497	1686	-327	911	-2066	728	91	
103.41935483870968	4226	3158	4080	3802	3525	3044	2399	1876	1922	1298	1375	-1491	861	-85	796	-120	
103.93548387096774	3808	3988	2332	3632	3395	2703	2079	1802	1829	1262	1331	1213	482	-855	461	-531	
104.45161290322581	3021	-1093	-3031	3538	3434	2405	1916	1695	1327	1259	1549	1073	671	653	-672	-603	
104.96774193548387	-999	-2840	-216	3547	3360	2253	1704	1591	926	1638	468	966	546	-474	-58	-694	
105.48387096774194	-985	4367	3635	3394	3240	2144	1588	1471	873	1529	723	892	528	26	191	-592	
106.0	-920	3903	3829	3378	3054	2023	1532	1265	214	1136	67	792	539	1018	367	-271	
