-8.5 NaN
-8.4990234375 NaN
-8.498046875 NaN
-8.4970703125 NaN
-8.49609375 NaN
-8.4951171875 NaN
-8.494140625 NaN
-8.4931640625 NaN
-8.4921875 NaN
-8.4912109375 NaN
-8.490234375 NaN
-8.4892578125 NaN
-8.48828125 NaN
-8.4873046875 NaN
-8.486328125 NaN
-8.4853515625 NaN
-8.484375 NaN
-8.4833984375 NaN
-8.482421875 NaN
-8.4814453125 NaN
-8.48046875 NaN
-8.4794921875 NaN
-8.478515625 NaN
-8.4775390625 NaN
-8.4765625 NaN
-8.4755859375 NaN
-8.474609375 NaN
-8.4736328125 NaN
-8.47265625 NaN
-8.4716796875 NaN
-8.470703125 NaN
-8.4697265625 NaN
-8.46875 NaN
-8.4677734375 NaN
-8.466796875 NaN
-8.4658203125 NaN
-8.46484375 NaN
-8.4638671875 NaN
-8.462890625 NaN
-8.4619140625 NaN
-8.4609375 NaN
-8.4599609375 NaN
-8.458984375 NaN
-8.4580078125 NaN
-8.45703125 NaN
-8.4560546875 NaN
-8.455078125 NaN
-8.4541015625 NaN
-8.453125 NaN
-8.4521484375 NaN
-8.451171875 NaN
-8.4501953125 NaN
-8.44921875 NaN
-8.4482421875 NaN
-8.447265625 NaN
-8.4462890625 NaN
-8.4453125 NaN
-8.4443359375 NaN
-8.443359375 NaN
-8.4423828125 NaN
-8.44140625 NaN
-8.4404296875 NaN
-8.439453125 NaN
-8.4384765625 NaN
-8.4375 NaN
-8.4365234375 NaN
-8.435546875 NaN
-8.4345703125 NaN
-8.43359375 NaN
-8.4326171875 NaN
-8.431640625 NaN
-8.4306640625 NaN
-8.4296875 NaN
-8.4287109375 NaN
-8.427734375 NaN
-8.4267578125 NaN
-8.42578125 NaN
-8.4248046875 NaN
-8.423828125 NaN
-8.4228515625 NaN
-8.421875 NaN
-8.4208984375 NaN
-8.419921875 NaN
-8.4189453125 NaN
-8.41796875 NaN
-8.4169921875 NaN
-8.416015625 NaN
-8.4150390625 NaN
-8.4140625 NaN
-8.4130859375 NaN
-8.412109375 NaN
-8.4111328125 NaN
-8.41015625 NaN
-8.4091796875 NaN
-8.408203125 NaN
-8.4072265625 NaN
-8.40625 NaN
-8.4052734375 NaN
-8.404296875 NaN
-8.4033203125 NaN
-8.40234375 NaN
-8.4013671875 NaN
-8.400390625 NaN
-8.3994140625 NaN
-8.3984375 NaN
-8.3974609375 NaN
-8.396484375 NaN
-8.3955078125 NaN
-8.39453125 NaN
-8.3935546875 NaN
-8.392578125 NaN
-8.3916015625 NaN
-8.390625 NaN
-8.3896484375 NaN
-8.388671875 NaN
-8.3876953125 NaN
-8.38671875 NaN
-8.3857421875 NaN
-8.384765625 NaN
-8.3837890625 NaN
-8.3828125 NaN
-8.3818359375 NaN
-8.380859375 NaN
-8.3798828125 NaN
-8.37890625 NaN
-8.3779296875 NaN
-8.376953125 NaN
-8.3759765625 NaN
-8.375 NaN
-8.3740234375 NaN
-8.373046875 NaN
-8.3720703125 NaN
-8.37109375 NaN
-8.3701171875 NaN
-8.369140625 NaN
-8.3681640625 NaN
-8.3671875 NaN
-8.3662109375 NaN
-8.365234375 NaN
-8.3642578125 NaN
-8.36328125 NaN
-8.3623046875 NaN
-8.361328125 NaN
-8.3603515625 NaN
-8.359375 NaN
-8.3583984375 NaN
-8.357421875 NaN
-8.3564453125 NaN
-8.35546875 NaN
-8.3544921875 NaN
-8.353515625 NaN
-8.3525390625 NaN
-8.3515625 NaN
-8.3505859375 NaN
-8.349609375 NaN
-8.3486328125 NaN
-8.34765625 NaN
-8.3466796875 NaN
-8.345703125 NaN
-8.3447265625 NaN
-8.34375 NaN
-8.3427734375 NaN
-8.341796875 NaN
-8.3408203125 NaN
-8.33984375 NaN
-8.3388671875 NaN
-8.337890625 NaN
-8.3369140625 NaN
-8.3359375 NaN
-8.3349609375 NaN
-8.333984375 NaN
-8.3330078125 NaN
-8.33203125 NaN
-8.3310546875 NaN
-8.330078125 NaN
-8.3291015625 NaN
-8.328125 NaN
-8.3271484375 NaN
-8.326171875 NaN
-8.3251953125 NaN
-8.32421875 NaN
-8.3232421875 NaN
-8.322265625 NaN
-8.3212890625 NaN
-8.3203125 NaN
-8.3193359375 NaN
-8.318359375 NaN
-8.3173828125 NaN
-8.31640625 NaN
-8.3154296875 NaN
-8.314453125 NaN
-8.3134765625 NaN
-8.3125 NaN
-8.3115234375 NaN
-8.310546875 NaN
-8.3095703125 NaN
-8.30859375 NaN
-8.3076171875 NaN
-8.306640625 NaN
-8.3056640625 NaN
-8.3046875 NaN
-8.3037109375 NaN
-8.302734375 NaN
-8.3017578125 NaN
-8.30078125 NaN
-8.2998046875 NaN
-8.298828125 NaN
-8.2978515625 NaN
-8.296875 NaN
-8.2958984375 NaN
-8.294921875 NaN
-8.2939453125 NaN
-8.29296875 NaN
-8.2919921875 NaN
-8.291015625 NaN
-8.2900390625 NaN
-8.2890625 NaN
-8.2880859375 NaN
-8.287109375 NaN
-8.2861328125 NaN
-8.28515625 NaN
-8.2841796875 NaN
-8.283203125 NaN
-8.2822265625 NaN
-8.28125 NaN
-8.2802734375 NaN
-8.279296875 NaN
-8.2783203125 NaN
-8.27734375 NaN
-8.2763671875 NaN
-8.275390625 NaN
-8.2744140625 NaN
-8.2734375 NaN
-8.2724609375 NaN
-8.271484375 NaN
-8.2705078125 NaN
-8.26953125 NaN
-8.2685546875 NaN
-8.267578125 NaN
-8.2666015625 NaN
-8.265625 NaN
-8.2646484375 NaN
-8.263671875 NaN
-8.2626953125 NaN
-8.26171875 NaN
-8.2607421875 NaN
-8.259765625 NaN
-8.2587890625 NaN
-8.2578125 NaN
-8.2568359375 NaN
-8.255859375 NaN
-8.2548828125 NaN
-8.25390625 NaN
-8.2529296875 NaN
-8.251953125 NaN
-8.2509765625 NaN
-8.25 NaN
-8.2490234375 NaN
-8.248046875 NaN
-8.2470703125 NaN
-8.24609375 NaN
-8.2451171875 NaN
-8.244140625 NaN
-8.2431640625 NaN
-8.2421875 NaN
-8.2412109375 NaN
-8.240234375 NaN
-8.2392578125 NaN
-8.23828125 NaN
-8.2373046875 NaN
-8.236328125 NaN
-8.2353515625 NaN
-8.234375 NaN
-8.2333984375 NaN
-8.232421875 NaN
-8.2314453125 NaN
-8.23046875 NaN
-8.2294921875 NaN
-8.228515625 NaN
-8.2275390625 NaN
-8.2265625 NaN
-8.2255859375 NaN
-8.224609375 NaN
-8.2236328125 NaN
-8.22265625 NaN
-8.2216796875 NaN
-8.220703125 NaN
-8.2197265625 NaN
-8.21875 NaN
-8.2177734375 NaN
-8.216796875 NaN
-8.2158203125 NaN
-8.21484375 NaN
-8.2138671875 NaN
-8.212890625 NaN
-8.2119140625 NaN
-8.2109375 NaN
-8.2099609375 NaN
-8.208984375 NaN
-8.2080078125 NaN
-8.20703125 NaN
-8.2060546875 NaN
-8.205078125 NaN
-8.2041015625 NaN
-8.203125 NaN
-8.2021484375 NaN
-8.201171875 NaN
-8.2001953125 NaN
-8.19921875 NaN
-8.1982421875 NaN
-8.197265625 NaN
-8.1962890625 NaN
-8.1953125 NaN
-8.1943359375 NaN
-8.193359375 NaN
-8.1923828125 NaN
-8.19140625 NaN
-8.1904296875 NaN
-8.189453125 NaN
-8.1884765625 NaN
-8.1875 NaN
-8.1865234375 NaN
-8.185546875 NaN
-8.1845703125 NaN
-8.18359375 NaN
-8.1826171875 NaN
-8.181640625 NaN
-8.1806640625 NaN
-8.1796875 NaN
-8.1787109375 NaN
-8.177734375 NaN
-8.1767578125 NaN
-8.17578125 NaN
-8.1748046875 NaN
-8.173828125 NaN
-8.1728515625 NaN
-8.171875 NaN
-8.1708984375 NaN
-8.169921875 NaN
-8.1689453125 NaN
-8.16796875 NaN
-8.1669921875 NaN
-8.166015625 NaN
-8.1650390625 NaN
-8.1640625 NaN
-8.1630859375 NaN
-8.162109375 NaN
-8.1611328125 NaN
-8.16015625 NaN
-8.1591796875 NaN
-8.158203125 NaN
-8.1572265625 NaN
-8.15625 NaN
-8.1552734375 NaN
-8.154296875 NaN
-8.1533203125 NaN
-8.15234375 NaN
-8.1513671875 NaN
-8.150390625 NaN
-8.1494140625 NaN
-8.1484375 NaN
-8.1474609375 NaN
-8.146484375 NaN
-8.1455078125 NaN
-8.14453125 NaN
-8.1435546875 NaN
-8.142578125 NaN
-8.1416015625 NaN
-8.140625 NaN
-8.1396484375 NaN
-8.138671875 NaN
-8.1376953125 NaN
-8.13671875 NaN
-8.1357421875 NaN
-8.134765625 NaN
-8.1337890625 NaN
-8.1328125 NaN
-8.1318359375 NaN
-8.130859375 NaN
-8.1298828125 NaN
-8.12890625 NaN
-8.1279296875 NaN
-8.126953125 NaN
-8.1259765625 NaN
-8.125 NaN
-8.1240234375 NaN
-8.123046875 NaN
-8.1220703125 NaN
-8.12109375 NaN
-8.1201171875 NaN
-8.119140625 NaN
-8.1181640625 NaN
-8.1171875 NaN
-8.1162109375 NaN
-8.115234375 NaN
-8.1142578125 NaN
-8.11328125 NaN
-8.1123046875 NaN
-8.111328125 NaN
-8.1103515625 NaN
-8.109375 NaN
-8.1083984375 NaN
-8.107421875 NaN
-8.1064453125 NaN
-8.10546875 NaN
-8.1044921875 NaN
-8.103515625 NaN
-8.1025390625 NaN
-8.1015625 NaN
-8.1005859375 NaN
-8.099609375 NaN
-8.0986328125 NaN
-8.09765625 NaN
-8.0966796875 NaN
-8.095703125 NaN
-8.0947265625 NaN
-8.09375 NaN
-8.0927734375 NaN
-8.091796875 NaN
-8.0908203125 NaN
-8.08984375 NaN
-8.0888671875 NaN
-8.087890625 NaN
-8.0869140625 NaN
-8.0859375 NaN
-8.0849609375 NaN
-8.083984375 NaN
-8.0830078125 NaN
-8.08203125 NaN
-8.0810546875 NaN
-8.080078125 NaN
-8.0791015625 NaN
-8.078125 NaN
-8.0771484375 NaN
-8.076171875 NaN
-8.0751953125 NaN
-8.07421875 NaN
-8.0732421875 NaN
-8.072265625 NaN
-8.0712890625 NaN
-8.0703125 NaN
-8.0693359375 NaN
-8.068359375 NaN
-8.0673828125 NaN
-8.06640625 NaN
-8.0654296875 NaN
-8.064453125 NaN
-8.0634765625 NaN
-8.0625 NaN
-8.0615234375 NaN
-8.060546875 NaN
-8.0595703125 NaN
-8.05859375 NaN
-8.0576171875 NaN
-8.056640625 NaN
-8.0556640625 NaN
-8.0546875 NaN
-8.0537109375 NaN
-8.052734375 NaN
-8.0517578125 NaN
-8.05078125 NaN
-8.0498046875 NaN
-8.048828125 NaN
-8.0478515625 NaN
-8.046875 NaN
-8.0458984375 NaN
-8.044921875 NaN
-8.0439453125 NaN
-8.04296875 NaN
-8.0419921875 NaN
-8.041015625 NaN
-8.0400390625 NaN
-8.0390625 NaN
-8.0380859375 NaN
-8.037109375 NaN
