3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	2
59	2
60	3
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	3
77	3
78	2
79	3
80	3
81	3
82	3
83	3
84	3
85	3
86	3
87	3
88	3
89	4
90	4
91	4
92	4
93	4
94	4
95	4
96	4
97	5
98	5
99	5
100	5
101	5
102	5
103	5
104	6
105	6
106	6
107	7
108	6
109	6
110	7
111	7
112	7
113	8
114	8
115	8
116	8
117	9
118	8
119	8
120	9
121	9
122	9
123	9
124	9
125	10
126	10
127	10
128	10
129	10
130	11
131	11
132	11
133	11
134	12
135	13
136	13
137	12
138	13
139	13
140	13
141	19
142	16
143	14
144	15
145	15
146	16
147	16
148	18
149	16
150	16
151	17
152	17
153	17
154	18
155	18
156	18
157	19
158	19
159	21
160	20
161	20
162	21
163	21
164	21
165	24
166	22
167	22
168	23
169	23
170	24
171	28
172	25
173	25
174	25
175	27
176	27
177	27
178	27
179	28
180	28
181	29
182	29
183	30
184	31
185	30
186	31
187	32
188	32
189	33
190	33
191	38
192	34
193	35
194	35
195	36
196	37
197	37
198	40
199	38
200	40
201	39
202	40
203	40
204	43
205	41
206	47
207	44
208	44
209	44
210	48
211	45
212	46
213	47
214	49
215	48
216	48
217	49
218	50
219	57
220	52
221	52
222	53
223	54
224	57
225	55
226	55
227	56
228	57
229	76
230	59
231	59
232	60
233	62
234	63
235	62
236	67
237	64
238	70
239	66
240	69
241	67
242	68
243	69
244	71
245	72
246	71
247	77
248	73
249	74
250	81
251	76
252	77
253	79
254	81
255	82
