25 0.01 0.01
50 0.01 0.01
75 0.02 0.01
100 0.05 0.01
125 0.09 0.01
150 0.14 0.01
175 0.22 0.01
200 0.33 0.01
225 0.47 0.01
250 0.65 0.01
275 0.88 0.01
300 1.13 0.01
325 1.44 0.01
350 1.80 0.01
375 2.26 0.01
400 2.69 0.01
